title,director,actors,year,genre
In the Name of the King III,Uwe Boll,"['Dominic Purcell', 'Ralitsa Paskaleva', 'Bashar Rahal', 'Nikolai Sotirov', 'Marian Valev']",2013,['Action']
Wicked Blood,Mark Young,"['Abigail Breslin', 'James Purefoy', 'Sean Bean', 'Alexa PenaVega', 'Jake Busey']",2014,['Action']
Stranded,"Daniel Petrie, Jr.","['Scott Eastwood', 'Rita Wilson', 'Jeff Fahey', 'David James Elliott', 'Kim Matula']",2015,['Drama']
Lords of London,Antonio Simoncini,"['Glen Murphy', 'Ray Winstone', 'Giovanni Capalbo', 'Serena Iansiti', 'Christopher Hatherhall']",2014,['Crime']
High Anxiety,Mel Brooks,"['Mel Brooks', 'Madeline Kahn', 'Cloris Leachman', 'Harvey Korman', 'Ron Carey']",1977,['Comedy']
March of the Penguins,Luc Jacquet,"['Morgan Freeman', 'Charles Berling', 'Romane Bohringer', 'Jules Sitruk']",2005,['Documentary']
Margin Call,J.C. Chandor,"['Kevin Spacey', 'Paul Bettany', 'Jeremy Irons', 'Zachary Quinto', 'Ashley Williams']",2011,['Thriller']
August,Eldar Rapaport,"['Murray Bartlett', 'Daniel Dugan', 'Adrian Gonzalez']",2011,['Drama']
Choke,Clark Gregg,"['Sam Rockwell', 'Anjelica Huston', 'Kelly Macdonald', 'Brad William Henke', 'Clark Gregg']",2008,['Comedy']
Whiplash,Damien Chazelle,"['Miles Teller', 'J.K. Simmons', 'Melissa Benoist', 'Austin Stowell', 'Jayson Blair']",2014,['Drama']
City of God,Fernando Meirelles,"['Alexandre Rodrigues', 'Leandro Firmino', 'Phellipe Haagensen', 'Douglas Silva', 'Jonathan Haagensen']",2002,['Drama']
Human Traffic,Justin Kerrigan,"['John Simm', 'Danny Dyer', 'Lorraine Pilkington', 'Shaun Parkes', 'Nicola Reynolds']",1999,['Comedy']
To Write Love on Her Arms,Nathan Frankowski,"['Kat Dennings', 'Chad Michael Murray', 'Rupert Friend', 'Corbin Bleu', 'Mark Saul']",2015,['Drama']
The Dead Girl,Karen Moncrieff,"['Brittany Murphy', 'Toni Collette', 'Rose Byrne', 'Josh Brolin', 'James Franco']",2006,['Mystery']
The Hunt,Thomas Vinterberg,"['Mads Mikkelsen', 'Alexandra Rapaport', 'Thomas Bo Larsen', 'Anne Louise Hassing', 'Lars Ranthe']",2012,['Drama']
A Christmas Story,Bob Clark,"['Melinda Dillon', 'Darren McGavin', 'Peter Billingsley', 'Jean Shepherd', 'Ian Petrella']",1983,['Comedy']
Bella,Alejandro Monteverde,"['Tammy Blanchard', 'Angélica Aragón', 'Ali Landry', 'Jaime Tirelli', 'Manny Pérez']",2006,['Drama']
Class of 1984,Mark L. Lester,"['Perry King', 'Merrie Lynn Ross', 'Tim Van Patten', 'Michael J. Fox', 'Roddy McDowall']",1982,['Action']
The Opposite Sex,Jonathan Silverman,"['Mena Suvari', 'Eric Roberts', 'Kristin Chenoweth', 'Dana Ashbrook', 'Kenan Thompson']",2014,['Comedy']
Dreaming of Joseph Lees,Eric Styles,"['Rupert Graves', 'Samantha Morton', 'Nicholas Woodeson', 'Lee Ross', 'Felix Billson']",1999,['Romance']
The Class,Laurent Cantet,"['François Bégaudeau', 'Franck Keïta', 'Esmeralda Ouertani', 'Rachel Regulier', 'Wei Huang']",2008,['Drama']
Rosemary's Baby,Roman Polanski,"['Mia Farrow', 'John Cassavetes', 'Ruth Gordon', 'Sidney Blackmer', 'Maurice Evans']",1968,['Horror']
The Man Who Shot Liberty Valance,John Ford,"['John Wayne', 'James Stewart', 'Vera Miles', 'Lee Marvin', ""Edmond O'Brien""]",1962,['Western']
Adam,Max Mayer,"['Hugh Dancy', 'Rose Byrne', 'Peter Gallagher', 'Amy Irving', 'Frankie Faison']",2009,['Drama']
Maria Full of Grace,Joshua Marston,"['Catalina Sandino Moreno', 'Guilied Lopez', 'Yenny Paola Vega', 'John Álex Toro', 'Virgina Ariza']",2004,['Drama']
Beginners,Mike Mills,"['Ewan McGregor', 'Christopher Plummer', 'Mélanie Laurent', 'Goran Visnjic', 'Kai Lennox']",2010,['Drama']
Feast,John Gulager,"['Balthazar Getty', 'Henry Rollins', 'Navi Rawat', 'Judah Friedlander', 'Jason Mewes']",2005,['Action']
Animal House,John Landis,"['John Belushi', 'Tim Matheson', 'John Vernon', 'Verna Bloom', 'Tom Hulce']",1978,['Comedy']
Goldfinger,Guy Hamilton,"['Sean Connery', 'Honor Blackman', 'Gert Fröbe', 'Shirley Eaton', 'Tania Mallet']",1964,['Adventure']
Antiviral,Brandon Cronenberg,"['Caleb Landry Jones', 'Sarah Gadon', 'Malcolm McDowell', 'Joe Pingue', 'Sheila McCarthy']",2012,['Science Fiction']
It's a Wonderful Life,Frank Capra,"['James Stewart', 'Donna Reed', 'Lionel Barrymore', 'Thomas Mitchell', 'Henry Travers']",1946,['Drama']
Trainspotting,Danny Boyle,"['Ewan McGregor', 'Ewen Bremner', 'Jonny Lee Miller', 'Robert Carlyle', 'Kelly Macdonald']",1996,['Drama']
The Original Kings of Comedy,Spike Lee,"['Steve Harvey', 'D. L. Hughley', 'Cedric the Entertainer', 'Bernie Mac']",2000,['Comedy']
Paranormal Activity 2,Tod Williams,"['Katie Featherston', 'David Bierend', 'Brian Boland', 'Molly Ephraim', 'Seth Ginsberg']",2010,['Horror']
Waking Ned,Kirk Jones,"['Ian Bannen', 'David Kelly', 'Fionnula Flanagan', 'Susan Lynch', 'Brendan Dempsey']",1998,['Comedy']
Bowling for Columbine,Michael Moore,"['Michael Moore', 'George H. W. Bush', 'George W. Bush', 'Dick Clark', 'Charlton Heston']",2002,['Documentary']
Coming Home,Zhang Yimou,"['Gong Li', 'Chen Dao-Ming', 'Guo Tao', 'Zhang Jia-Yi', 'Yan Ni']",2014,['Drama']
A Nightmare on Elm Street Part 2: Freddy's Revenge,Jack Sholder,"['Robert Englund', 'Mark Patton', 'Kim Myers', 'Robert Rusler', 'Clu Gulager']",1985,['Horror']
A Room with a View,James Ivory,"['Maggie Smith', 'Helena Bonham Carter', 'Denholm Elliott', 'Julian Sands', 'Simon Callow']",1985,['Drama']
The Purge,James DeMonaco,"['Lena Headey', 'Ethan Hawke', 'Max Burkholder', 'Adelaide Kane', 'Rhys Wakefield']",2013,['Science Fiction']
Sinister,Scott Derrickson,"['Ethan Hawke', 'Juliet Rylance', ""Vincent D'Onofrio"", 'James Ransone', 'Fred Dalton Thompson']",2012,['Horror']
Martin Lawrence Live: Runteldat,Martin Lawrence,['Martin Lawrence'],2002,['Comedy']
Cat on a Hot Tin Roof,Richard Brooks,"['Elizabeth Taylor', 'Paul Newman', 'Burl Ives', 'Judith Anderson', 'Jack Carson']",1958,['Drama']
Beneath the Planet of the Apes,Ted Post,"['James Franciscus', 'Kim Hunter', 'Maurice Evans', 'Linda Harrison', 'Charlton Heston']",1970,['Adventure']
Air Bud,Charles Martin Smith,"['Kevin Zegers', 'Wendy Makkena', 'Michael Jeter', 'Bill Cobbs', 'Brendan Fletcher']",1997,['Comedy']
Pokémon: Spell of the Unknown,Michael Haigney,"['Veronica Taylor', 'Rachael Lillis', 'Eric Stuart']",2000,['Adventure']
Friday the 13th Part VI: Jason Lives,Tom McLoughlin,"['Thom Mathews', 'Jennifer Cooke', 'David Kagen', 'Renée Jones', 'Tom Fridley']",1986,['Horror']
The Bridge on the River Kwai,David Lean,"['William Holden', 'Alec Guinness', 'Jack Hawkins', 'Sessue Hayakawa', 'James Donald']",1957,['Drama']
Spaced Invaders,Patrick Read Johnson,"['Ariana Richards', 'Douglas Barr', 'Royal Dano', 'William Holmes']",1990,['Comedy']
Family Plot,Alfred Hitchcock,"['Barbara Harris', 'Bruce Dern', 'Karen Black', 'William Devane', 'Ed Lauter']",1976,['Comedy']
The Apartment,Billy Wilder,"['Jack Lemmon', 'Shirley MacLaine', 'Fred MacMurray', 'Ray Walston', 'Jack Kruschen']",1960,['Comedy']
Jason Goes to Hell: The Final Friday,Adam Marcus,"['Kane Hodder', 'John D. LeMay', 'Kari Keegan', 'Steven Williams', 'Steven Culp']",1993,['Fantasy']
Torn Curtain,Alfred Hitchcock,"['Paul Newman', 'Julie Andrews', 'Lila Kedrova', 'Hansjörg Felmy', 'Tamara Toumanova']",1966,['Mystery']
Dave Chappelle's Block Party,Michel Gondry,"['Dave Chappelle', 'Erykah Badu', 'Common', 'Yasiin Bey', 'Bilal']",2005,['Comedy']
Slow West,John Maclean,"['Michael Fassbender', 'Kodi Smit-McPhee', 'Ben Mendelsohn', 'Caren Pistorius', 'Rory McCann']",2015,['Romance']
Krush Groove,Michael Schultz,"['Blair Underwood', 'Joseph Simmons', 'Darryl McDaniels', 'Sheila E.', 'Kurtis Blow']",1985,['Drama']
Next Day Air,Benny Boom,"['Donald Faison', 'Mike Epps', 'Wood Harris', 'Omari Hardwick', 'Yasiin Bey']",2009,['Action']
Elmer Gantry,Richard Brooks,"['Burt Lancaster', 'Jean Simmons', 'Arthur Kennedy', 'Dean Jagger', 'Shirley Jones']",1960,['Drama']
Judgment at Nuremberg,Stanley Kramer,"['Spencer Tracy', 'Burt Lancaster', 'Richard Widmark', 'Marlene Dietrich', 'Maximilian Schell']",1961,['Drama']
Trippin',David Raynr,"['Deon Richmond', 'Donald Faison', 'Guy Torry', 'Maia Campbell', 'Aloma Wright']",1999,['Comedy']
Red River,Howard Hawks,"['John Wayne', 'Montgomery Clift', 'Joanne Dru', 'Walter Brennan', 'Coleen Gray']",1948,['Western']
Phat Girlz,Nnegest Likké,"[""Mo'Nique"", 'Jimmy Jean-Louis', 'Godfrey', 'Joyful Drake', 'Brendan Walsh']",2006,['Comedy']
Before Midnight,Richard Linklater,"['Ethan Hawke', 'Julie Delpy', 'Seamus Davey-Fitzpatrick', 'Jennifer Prior', 'Charlotte Prior']",2013,['Romance']
Teen Wolf Too,Christopher Leitch,"['Jason Bateman', 'Kim Darby', 'John Astin', 'Mark Holton', 'Estee Chandler']",1987,['Comedy']
Phantasm II,Don Coscarelli,"['James Le Gros', 'Reggie Bannister', 'Angus Scrimm', 'Paula Irvine', 'Samantha Phillips']",1988,['Action']
Woman Thou Art Loosed,Michael Schultz,"['Kimberly Elise', 'Loretta Devine', 'Debbi Morgan', 'Michael Boatman', 'Louisa Abernathy']",2004,['Drama']
Real Women Have Curves,Patricia Cardoso,"['America Ferrera', 'Lupe Ontiveros', 'Ingrid Oliu', 'George Lopez', 'Brian Sites']",2002,['Comedy']
Water,Deepa Mehta,"['Lisa Ray', 'Sarala', 'John Abraham', 'Seema Biswas', 'Waheeda Rehman']",2005,['Drama']
East Is East,Damien O'Donnell,"['Om Puri', 'Linda Bassett', 'Ian Aspinall', 'Jimi Mistry', 'Archie Panjabi']",1999,['Comedy']
Whipped,Peter M. Cohen,"['Amanda Peet', 'Brian Van Holt', 'Jonathan Abrahams', 'Zorie Barber', 'Judah Domke']",2000,['Comedy']
Kama Sutra - A Tale of Love,Mira Nair,"['Indira Varma', 'Sarita Choudhury', 'Ramon Tikaram', 'Naveen Andrews']",1996,['Drama']
Please Give,Nicole Holofcener,"['Rebecca Hall', 'Catherine Keener', 'Amanda Peet', 'Oliver Platt', 'Sarah Steele']",2010,['Comedy']
Willy Wonka & the Chocolate Factory,Mel Stuart,"['Gene Wilder', 'Jack Albertson', 'Peter Ostrum', 'Roy Kinnear', 'Denise Nickerson']",1971,['Family']
Warlock: The Armageddon,Anthony Hickox,"['Julian Sands', 'Chris Young', 'Paula Marshall', 'Joanna Pacula', 'Steve Kahan']",1993,['Fantasy']
8 Heads in a Duffel Bag,Tom Schulman,"['Joe Pesci', 'Kristy Swanson', 'George Hamilton', 'Dyan Cannon', 'Andy Comeau']",1997,['Comedy']
Days of Heaven,Terrence Malick,"['Richard Gere', 'Brooke Adams', 'Linda Manz', 'Sam Shepard', 'Robert J. Wilke']",1978,['Drama']
Thirteen Conversations About One Thing,Jill Sprecher,"['John Turturro', 'Clea DuVall', 'Matthew McConaughey', 'Amy Irving', 'Alan Arkin']",2001,['Drama']
Jawbreaker,Darren Stein,"['Rose McGowan', 'Julie Benz', 'Rebecca Gayheart', 'Carol Kane', 'Pam Grier']",1999,['Comedy']
Basquiat,Julian Schnabel,"['Jeffrey Wright', 'David Bowie', 'Dennis Hopper', 'Gary Oldman', 'Benicio del Toro']",1996,['Drama']
Frances Ha,Noah Baumbach,"['Greta Gerwig', 'Mickey Sumner', 'Adam Driver', 'Michael Zegen', 'Michael Esper']",2013,['Comedy']
Tsotsi,Gavin Hood,"['Presley Chweneyagae', 'Jerry Mofokeng', 'Terry Pheto', 'Kenneth Nkosi', 'Zenzo Ngqobe']",2005,['Crime']
Happiness,Todd Solondz,"['Jane Adams', 'Jon Lovitz', 'Philip Seymour Hoffman', 'Dylan Baker', 'Evan Silverberg']",1998,['Comedy']
DysFunktional Family,George Gallo,"['Eddie Griffin', 'Joe Howard', 'Matthew Brent', 'Robert Noble']",2003,['Comedy']
Tusk,Kevin Smith,"['Michael Parks', 'Justin Long', 'Haley Joel Osment', 'Génesis Rodríguez', 'Ralph Garman']",2014,['Comedy']
Oldboy,Park Chan-wook,"['Choi Min-sik', 'Yoo Ji-tae', 'Kang Hye-jung', 'Kim Byeong-ok', 'Oh Dal-su']",2003,['Drama']
Letters to God,David Nixon,"['Robyn Lively', 'Jeffrey Johnson', 'Bailee Madison', 'Maree Cheatham', 'Tanner Maguire']",2010,['Action']
Hobo with a Shotgun,Jason Eisener,"['Rutger Hauer', 'Gregory Smith', 'Robb Wells', 'Brian Downey', 'Molly Dunsworth']",2011,['Action']
Compadres,Enrique Begné,"['Omar Chaparro', 'Joey Morgan', 'Aislinn Derbez', 'Eric Roberts', 'Camila Sodi']",2016,['Action']
Freeway,Matthew Bright,"['Kiefer Sutherland', 'Reese Witherspoon', 'Wolfgang Bodison', 'Dan Hedaya', 'Amanda Plummer']",1996,['Comedy']
Love's Abiding Joy,Michael Landon Jr.,"['Erin Cottrell', 'Logan Bartholomew', 'William Morgan Sheppard', 'James Tupper', 'Irene Bedard']",2006,['TV Movie']
Fish Tank,Andrea Arnold,"['Katie Jarvis', 'Michael Fassbender', 'Kierston Wareing', 'Rebecca Griffiths', 'Harry Treadaway']",2009,['Drama']
Damsels in Distress,Whit Stillman,"['Greta Gerwig', 'Carrie MacLemore', 'Megalyn Echikunwoke', 'Analeigh Tipton', 'Ryan Metcalf']",2012,['Comedy']
Creature,Stuart Gillard,"['Craig T. Nelson', 'Kim Cattrall', 'Colm Feore', 'Cress Williams', 'Michael Reilly Burke']",1998,['Horror']
Bachelorette,Leslye Headland,"['Kirsten Dunst', 'Isla Fisher', 'Lizzy Caplan', 'Rebel Wilson', 'Adam Scott']",2012,['Comedy']
Brave New Girl,Bobby Roth,"['Virginia Madsen', 'Lindsey Haun', 'Barbara Mamabolo', 'John Ralston', 'Nick Roth']",2004,['Drama']
Tim and Eric's Billion Dollar Movie,Tim Heidecker,"['Eric Wareheim', 'Tim Heidecker', 'John C. Reilly', 'Zach Galifianakis', 'Will Ferrell']",2012,['Comedy']
Summer Storm,Marco Kreuzpaintner,"['Robert Stadlober', 'Kostja Ullmann', 'Alicja Bachleda-Curuś', 'Jürgen Tonkel', 'Tristano Casanova']",2004,['Comedy']
Fort McCoy,Michael Worth,"['Eric Stoltz', 'Kate Connor', 'Lyndsy Fonseca', 'Andy Hirsch', 'Camryn Manheim']",2014,['War']
Chain Letter,Deon Taylor,"['Nikki Reed', 'Keith David', 'Brad Dourif', 'Betsy Russell', 'Cherilyn Wilson']",2010,['Horror']
Just Looking,Jason Alexander,"['Gretchen Mol', 'Patti LuPone', 'Peter Onorati', 'Ryan Merriman', 'Richard V. Licata']",1999,['Drama']
The Divide,Xavier Gens,"['Lauren German', 'Michael Biehn', 'Milo Ventimiglia', 'Courtney B. Vance', 'Ashton Holmes']",2011,['Science Fiction']
The Eclipse,Conor McPherson,"['Ciarán Hinds', 'Aidan Quinn', 'Iben Hjejle', 'Jim Norton', 'Valerie Spelman']",2009,['Drama']
Demonic,Will Canon,"['Maria Bello', 'Frank Grillo', 'Cody Horn', 'Dustin Milligan', 'Megan Park']",2015,['Thriller']
My Big Fat Independent Movie,Philip Zlotorynski,"['Paget Brewster', 'Neil Barton', 'Eric Hoffman', 'Darren Keefe', 'Ashley Head']",2005,['Comedy']
The Deported,Lance Kawas,"['Nicholas Turturro', 'Talia Shire', 'Paul Rodríguez', 'Gary Valentine', 'Nick Turturro III']",2010,['Comedy']
Tanner Hall,Francesca Gregorini,"['Rooney Mara', 'Georgia King', 'Brie Larson', 'Amy Ferguson', 'Antonia Steinberg']",2009,['Drama']
Open Road,Márcio Garcia,"['Camilla Belle', 'Andy García', 'Colin Egglesfield', 'Juliette Lewis', 'Christiane Torloni']",2013,['Action']
They Came Together,David Wain,"['Paul Rudd', 'Amy Poehler', 'Bill Hader', 'Ellie Kemper', 'Cobie Smulders']",2014,['Comedy']
30 Nights of Paranormal Activity With the Devil Inside the Girl With the Dragon Tattoo,Craig Moss,"['Kathryn Fiore', 'Flip Schultz', 'Olivia Alexander', 'Arturo del Puerto', 'Danny Woodburn']",2013,['Comedy']
Never Back Down 2: The Beatdown,Michael Jai White,"['Stacey Asaro', 'Gralen Bryant Banks', 'Rus Blackwell', 'Beau Brasso', 'Eddie Bravo']",2011,['Drama']
Point Blank,John Boorman,"['Lee Marvin', 'Angie Dickinson', 'Keenan Wynn', ""Carroll O'Connor"", 'Lloyd Bochner']",1967,['Action']
Four Single Fathers,Paolo Monico,"['Alessandro Gassman', 'Francesco Quinn', 'Joe Urla', 'Lenny Venito', 'Jennifer Esposito']",2009,['Drama']
Enter the Dangerous Mind,Youssef Delara,"['Jake Hoffman', 'Nikki Reed', 'Thomas Dekker', 'Scott Bakula', 'Jason Priestley']",2013,['Thriller']
Something Wicked,Darin Scott,"['Shantel VanSanten', 'John Robinson', 'James Patrick Stuart', 'Brittany Murphy', 'Robert Blanche']",2014,['Mystery']
AWOL-72,Christian Sesma,"['Luke Goss', 'RZA', 'Bokeem Woodbine', 'Louis Mandylor', 'Brooke Newton']",2015,['Thriller']
Iguana,Monte Hellman,"['Everett McGill', 'Fabio Testi', 'Michael Madsen', 'Jack Taylor']",1988,[]
Chicago Overcoat,Brian Caunter,"['Frank Vincent', 'Kathrine Narducci', 'Mike Starr', 'Stacy Keach', 'Armand Assante']",2009,['Action']
Barry Munday,Chris D'Arienzo,"['Patrick Wilson', 'Malcolm McDowell', 'Judy Greer', 'Chloë Sevigny', 'Missi Pyle']",2010,['Comedy']
Central Station,Walter Salles,"['Fernanda Montenegro', 'Marília Pêra', 'Vinícius de Oliveira', 'Othon Bastos', 'Otávio Augusto']",1998,['Drama']
Pocketful of Miracles,Frank Capra,"['Glenn Ford', 'Bette Davis', 'Hope Lange', ""Arthur O'Connell"", 'Peter Falk']",1961,['Comedy']
Close Range,Isaac Florentine,"['Scott Adkins', 'Nick Chinlund', 'Caitlin Keats', 'Jake La Botz', 'Tony Perez']",2015,['Crime']
Amnesiac,Michael Polish,"['Kate Bosworth', 'Wes Bentley', 'Shashawnee Hall', 'Richard Riehle', 'Patrick Bauchau']",2015,['Thriller']
Freakonomics,Heidi Ewing,"['Zoe Sloane', 'Jade Viggiano', 'Amancaya Aguilar', 'Kahiry Bess', 'Alisha Naragsheth']",2010,['Documentary']
High Tension,Alexandre Aja,"['Cécile de France', 'Maïwenn', 'Philippe Nahon', 'Franck Khalfoun', 'Andrei Finti']",2003,['Horror']
Griff the Invisible,Leon Ford,"['Ryan Kwanten', 'Maeve Dermody', 'Marshall Napier', 'Heather Mitchell', 'Patrick Brammall']",2011,['Romance']
Unnatural,Hank Braxtan,"['James Remar', 'Sherilyn Fenn', 'Ron Carlson', 'Graham Greene', 'Allegra Carpenter']",2015,['Thriller']
Hustle & Flow,Craig Brewer,"['Terrence Howard', 'Anthony Anderson', 'Taryn Manning', 'Taraji P. Henson', 'Elise Neal']",2005,['Drama']
Some Like It Hot,Billy Wilder,"['Marilyn Monroe', 'Tony Curtis', 'Jack Lemmon', 'George Raft', 'Pat O’Brien']",1959,['Comedy']
Friday the 13th Part VII: The New Blood,John Carl Buechler,"['Kane Hodder', 'Lar Park Lincoln', 'Susan Jennifer Sullivan', 'Kevin Spirtas', 'Terry Kiser']",1988,['Horror']
The Wizard of Oz,Victor Fleming,"['Judy Garland', 'Frank Morgan', 'Ray Bolger', 'Bert Lahr', 'Jack Haley']",1939,['Adventure']
Young Frankenstein,Mel Brooks,"['Gene Wilder', 'Peter Boyle', 'Marty Feldman', 'Madeline Kahn', 'Cloris Leachman']",1974,['Comedy']
Diary of the Dead,George A. Romero,"['Michelle Morgan', 'Joshua Close', 'Shawn Roberts', 'Amy Lalonde', 'Joe Dinicol']",2007,['Horror']
Lage Raho Munna Bhai,Rajkumar Hirani,"['Sanjay Dutt', 'Arshad Warsi', 'Dilip Prabhavalkar', 'Vidya Balan', 'Dia Mirza']",2006,['Comedy']
Ulee's Gold,Victor Nunez,"['Peter Fonda', 'Patricia Richardson', 'Christine Dunford', 'Tom Wood', 'Jessica Biel']",1997,['Drama']
The Black Stallion,Carroll Ballard,"['Kelly Reno', 'Mickey Rooney', 'Teri Garr', 'Clarence Muse', 'Hoyt Axton']",1979,['Adventure']
Sardaarji,Rohit Jugraj,[],2015,[]
Journey to Saturn,Kresten Vestbjerg Andersen,"['Casper Christensen', 'Frank Hvam', 'Ali Kazim', 'Iben Hjejle', 'Peter Belli']",2008,['Action']
Donovan's Reef,John Ford,"['John Wayne', 'Elizabeth Allen', 'Lee Marvin', 'Cesar Romero', 'Mike Mazurki']",1963,['Adventure']
The Dress,Alex van Warmerdam,"['Henri Garcin', 'Ingeborg Elzevier', 'Khaldoun Elmecky', 'Margo Dames', 'Frans Vorstman']",1996,['Comedy']
A Guy Named Joe,Victor Fleming,"['Spencer Tracy', 'Irene Dunne', 'Van Johnson', 'Ward Bond', 'James Gleason']",1944,['Drama']
Blazing Saddles,Mel Brooks,"['Cleavon Little', 'Gene Wilder', 'Harvey Korman', 'Slim Pickens', 'Madeline Kahn']",1974,['Western']
Friday the 13th: The Final Chapter,Joseph Zito,"['Kimberly Beck', 'Erich Anderson', 'Corey Feldman', 'Barbara Howard', 'Crispin Glover']",1984,['Horror']
Ida,Paweł Pawlikowski,"['Agata Trzebuchowska', 'Agata Kulesza', 'Joanna Kulig', 'Dawid Ogrodnik', 'Adam Szyszkowski']",2013,['Drama']
Maurice,James Ivory,"['James Wilby', 'Hugh Grant', 'Rupert Graves', 'Denholm Elliott', 'Simon Callow']",1987,['Drama']
Beer League,Frank Sebastiano,"['Artie Lange', 'Ralph Macchio', 'Anthony DeSando', 'Jimmy Palumbo', 'Joe Lo Truglio']",2006,['Comedy']
Riding Giants,Stacy Peralta,"['Jeff Clark', 'Darrick Doerner', 'Laird Hamilton', 'Dave Kalama', 'David H. Kalama Jr.']",2004,['Documentary']
Timecrimes,Nacho Vigalondo,"['Karra Elejalde', 'Candela Fernández', 'Bárbara Goenaga', 'Nacho Vigalondo', 'Juan Inciarte']",2007,['Science Fiction']
Silver Medalist,Ning Hao,"['Huang Bo', 'Kong Jiu', 'Shaohua Ma', 'Xu Zheng', 'Yung Cheung']",2009,['Action']
Timber Falls,Tony Giglio,"['Josh Randall', 'Nick Searcy', 'Beth Broderick', 'Sascha Rosemann', 'T.W. Leshner']",2007,['Horror']
Singin' in the Rain,Stanley Donen,"['Gene Kelly', ""Donald O'Connor"", 'Debbie Reynolds', 'Jean Hagen', 'Millard Mitchell']",1952,['Comedy']
"Fat, Sick & Nearly Dead",Joe Cross,"['Joe Cross', 'Phil Riverstone', 'Amy Badberg', 'Merv Cross', 'Virginia Cross']",2010,['Documentary']
A Haunted House,Michael Tiddes,"['Marlon Wayans', 'Essence Atkins', 'Nick Swardson', 'Cedric the Entertainer', 'David Koechner']",2013,['Comedy']
2016: Obama's America,John Sullivan,[],2012,['Documentary']
That Thing You Do!,Tom Hanks,"['Tom Everett Scott', 'Johnathon Schaech', 'Tom Hanks', 'Steve Zahn', 'Ethan Embry']",1996,['Comedy']
Halloween III: Season of the Witch,Tommy Lee Wallace,"['Tom Atkins', 'Stacey Nelkin', ""Dan O'Herlihy"", 'Michael Currie', 'Ralph Strait']",1982,['Horror']
Escape from the Planet of the Apes,Don Taylor,"['Roddy McDowall', 'Kim Hunter', 'Bradford Dillman', 'Natalie Trundy', 'Eric Braeden']",1971,['Action']
Hud,Martin Ritt,"['Paul Newman', 'Melvyn Douglas', 'Patricia Neal', 'Brandon De Wilde', 'Whit Bissell']",1963,['Action']
Kevin Hart: Let Me Explain,Leslie Small,"['Kevin Hart', 'David Terrell', 'David Jason Perez', 'Justine Herron', 'Harry Ratchford']",2013,['Comedy']
My Own Private Idaho,Gus Van Sant,"['River Phoenix', 'Keanu Reeves', 'James Russo', 'William Richert', 'Rodney Harvey']",1991,['Drama']
Garden State,Zach Braff,"['Zach Braff', 'Natalie Portman', 'Ian Holm', 'Peter Sarsgaard', 'Jean Smart']",2004,['Comedy']
Before Sunrise,Richard Linklater,"['Ethan Hawke', 'Julie Delpy', 'Andrea Eckert', 'Hanno Pöschl', 'Karl Bruckschwaiger']",1995,['Drama']
Evil Words,Éric Tessier,"['Patrick Huard', 'Michel Côté', 'Catherine Florent', 'Albert Millaire', ""Jean L'Italien""]",2003,['Horror']
